UNIQUE_ID,DieX,DieY,RK1,RK2,RK3,RK4,RK5,RK6,RK7,RK8,RK9,RK10,RK11,RK12,RK13,RK14,RK15,RK16,RK17,RK18,RK19,RK20
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-6,-2,-0.052046439410328466,0.002946704958387178,47.52819252364298,-0.46394083020078725,0.6420892719007756,-0.7574721515257735,-8.72171671565343,0.014458740668349622,0.12149500707142853,0.10685517107943696,0.0019338850389507443,0.04678285442427745,0.43600403245189634,-0.0002455238171651717,-0.005931452292683105,-0.0010424393210938304,0.0002527080381528842,-0.005919479276275133,0.00014777470987356606,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-6,-1,0.0006552852369594136,0.00014950161743384886,0.046697778705498544,0.010916682647620812,0.037260590691134986,0.015147926534144329,-0.014950847196963588,0.0007685361838703283,-0.00773039561860214,0.004364009824888047,-0.002564568501470901,0.0074886998022149105,-0.0008801509909901511,-8.594510390031837e-05,0.0007605062391030045,-0.0002582102222717732,0.0006462711692444397,-0.0005656032465897468,0.00013466065457071563,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-6,0,-3.538795961133332e-05,-0.00048148177859162305,0.09421922766669194,0.017852381041985905,0.027528121720032453,-0.019953632962504596,0.004571125663466354,0.0014650303762777112,0.0026834988758265978,-4.553378476136872e-05,0.0003660747044707239,-0.0006346145274165879,-0.0015068035068956356,-8.910923023165357e-05,-0.00012845214101394852,0.00020958625862726218,0.00014556371178026296,-0.00023697268650025408,9.708445679774727e-05,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-6,1,-0.0003115839169237888,-0.00013302852405222502,0.20979912981115675,0.019548046588106625,0.07093464891676592,-0.10017382564432845,0.03124566452913415,0.000912708729679214,-0.016907329931772467,0.008047350811483571,0.0019270906093614877,-0.01487157020260284,-0.0011159997595302962,-0.00012750053200031387,0.0011615988831121236,0.0010422831988520771,-0.0016431265940409342,-0.000598752112009375,0.00038519104458889476,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-6,2,0.0017775048646182451,-0.00013101105460398274,-0.0075688102237023895,0.00025732506046437025,0.0017439225953590485,0.002560418422925854,-0.04858316255936208,-0.006879574170911794,0.026879428558437266,-0.01716838587558734,-0.0002143775050166505,0.006689608905611508,0.0026871512162658672,-0.0005340479920032038,-0.0026786462975099115,-0.000514684551683149,0.0011006098769093028,0.0015651545712012905,0.0006024547941350477,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-5,-3,0.0008254378097564912,-0.0009514495320383132,-0.005596787375149163,0.0007505334812774123,-0.0007447776305985378,0.0029526330313292657,-0.03574018878783926,0.0034317810810976083,-0.028345903862884343,0.024222175953108473,0.0030394116301753846,0.012315346958840017,0.0015294115229654208,0.00011346155918329945,0.001153785132262116,-0.001054869823480817,0.0015858882642405647,-0.0018185402507117881,-0.0002992253942028469,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-5,-2,-0.0005126841840416656,-5.812300271936996e-05,-0.11791112393886452,0.007354003865788273,0.03984178966278953,-0.016671038379042238,-0.0015631279939458977,-0.0005096903899681487,-0.0019118497886801244,-0.00079534244638436,0.002026196108768594,-0.0012702537842469404,0.0002218734303724992,-8.60579732726917e-05,-5.466832605364058e-05,9.368443043110549e-05,0.0003321073333642045,0.00020018921060119418,0.000179522752813112,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-5,-1,6.347898953714212e-05,-3.016149717794905e-05,-0.020240127995147492,-0.010237390591144487,0.024008374233940154,0.012919731534758404,0.0001675273761010336,0.000613425855248017,0.0007227763094887051,0.0008056642711711086,0.0005639534239225175,0.0017959449361343188,0.0003742366031493464,8.070618281670253e-05,-3.0049174258838292e-05,-4.597327607061058e-05,-3.8154098857148387e-05,-9.40124704710605e-05,0.00010524192269282102,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-5,0,-3.676524529525661e-05,0.0001228027843148466,0.006389361598191314,-0.006088404508646289,0.02579354119993735,0.006697396217182938,-0.00029679047922126245,-0.0013172661456593011,0.0001959234841874196,0.000710312584617549,0.0006094544952625793,-0.00021661349242657325,6.568055137515313e-05,-1.5805909192834906e-05,3.0377103332754948e-05,-2.4502945477935198e-05,-3.126284999856133e-05,6.06312309261625e-05,0.00012809032570458963,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-5,1,-0.0004545912424958806,0.00020738149548727957,0.05012573072022909,-0.008211651758574318,-0.000959146054197341,0.005152162648842103,0.0017759838594148358,0.0012704854134433286,-0.0006611663329292,0.00011661945291456111,0.0012011344795228428,-0.00172552336818568,2.6482597302116365e-05,5.8047929119079717e-05,-6.659200119498934e-05,3.734158777169029e-05,-7.149769765207231e-05,-3.8833318080649255e-05,1.4482348063929403e-05,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-5,2,-0.00042347005888098864,-0.0002768181810214915,-0.10704291681503336,-0.005797482550085172,-0.038039828114978726,0.01833992621284577,-0.013269035211233205,0.00039633544077601523,0.0025482876502993406,-0.0007031632861513493,0.0063243536391114,0.0031437557907671733,-0.000830262396912465,-3.9488149226779526e-05,0.00040532186532624695,-6.319302592531355e-05,0.0007085957551122048,5.2220174741834526e-05,-0.00020863453925507817,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-5,3,-0.0005687051389531139,0.00238923876815898,-0.41892823989218525,0.39676758110331833,0.1559987478596593,-0.2712583036221339,0.05559541101768867,0.009717208573832676,-0.011369349153317823,-0.037644106390759866,0.0001411272495434086,0.008061961267355887,-0.0012268787940672378,-0.0003904333760437093,0.0027021500806138675,-0.0012120909357710566,0.0010879470795038613,0.0005079983885585012,0.0005845962024892547,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-4,-4,6.4293502025625555e-06,-8.915117084091647e-06,-3.73824622293906e-06,-1.4683197838311591e-07,-1.0589139783636348e-07,5.51828673852915e-06,4.250641980792921e-05,-2.418322683835556e-06,-6.156891529175793e-05,9.088618258358204e-05,1.7440313223629058e-06,-0.00013732689337630894,0.00129094207556416,-3.98297746027672e-05,0.0007000807342365948,0.001496895427151597,-0.0010140400348552531,-0.0022617739339078073,2.8724195879315373e-05,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-4,-3,-0.00013050779796748352,8.942565039230809e-05,-0.06879273752008631,0.044045934415446575,0.07445894523752497,-0.017023621906222485,-0.011489292752675542,0.0003688261119583449,-0.004031615225588593,0.002290461087874979,0.002624489738566115,-0.001642698349148082,-0.0007162977606222681,-0.0002285398257444533,-2.7756729964736836e-05,-6.50733788710728e-05,0.0007460967064707362,-7.461357818632565e-05,0.000444708720894059,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-4,-2,-0.00040091701278186556,0.00011249869448155929,-0.05250355851436427,0.05772520508306949,0.03947718864850962,-0.0017213960832888199,0.0004950044209607979,-0.0005800047126920959,0.00010775961686914621,0.0002281513335917248,-9.603047583948567e-05,-0.0006273343376567283,0.0002806289254237754,-0.000188585000673759,2.1008411850827113e-05,1.3154397839532165e-05,1.762603028390455e-05,-0.00018204192040310245,0.00015511958168585828,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-4,-1,-9.813905298293374e-05,0.000500955522898295,-0.01898394133991568,-0.014055129685855875,0.04355637268907796,-0.012602807790673633,0.0003664108568582796,-0.0010744809234302108,-0.00029255953706275827,0.000858747052749214,2.6529663509412387e-05,-0.002418027022115652,7.872501823971279e-05,0.00010933541386110207,-7.085059753150685e-05,0.00010753170877171964,6.862823170985005e-05,-3.068990696121215e-05,0.00016217857083180578,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-4,0,7.057894904895997e-05,0.0001505182048077018,-0.07453957480797162,0.012248430813400837,0.004115191441753069,0.017298681515553915,-0.0012697885159023042,-6.684272674753358e-05,0.0015777444454317645,1.9309277900106543e-05,0.0013660354691570472,0.0006184327171059097,0.0006634012991659506,-2.2542262890034966e-05,0.0001030024309066008,-8.962195411865502e-05,-1.5780654993196265e-05,8.89829823496761e-05,-3.158219333813016e-05,0
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-4,1,0.0007092735810926429,0.0002762778284548977,0.006291831033832573,0.05361997024772124,-0.006577291092677166,0.0028331555928207196,-1.3158263773410566e-06,-9.911401323491764e-05,-0.0017426308361958643,0.0006578137836249692,-0.0014430821766137842,-0.0016378357969821617,0.0002681998319807195,-0.00020395454714649592,4.140356802449701e-06,-2.4006108988284723e-05,-0.00023760268647413134,-0.0002586187939163629,-2.5770493888907926e-05,0
