UNIQUE_ID,WK1,WK2,WK3,WK4,WK5,WK6,WK7,WK8,WK9,WK10,WK11,WK12,WK13,WK14,WK15,WK16,WK17,WK18,WK19,WK20,RK3,RK4,RK5,RK6,RK7,RK8,RK9,RK10,RK11,RK12,RK13,RK14,RK15,RK16,RK17,RK18,RK19
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,0.0004239479099185799,-0.0005642215741089191,-0.0024452626710198076,-0.005145094937356953,0.00022074220055207124,-0.0032195228253022166,-0.008571898465941676,0.00811219693957255,0.004680453520389265,8.885957616701243e-06,0.021425513950499752,-0.009407905041551451,-0.0007822600506778349,-0.0005474745672583675,-0.00014307502159853415,0.00022209751765666809,-0.00022324345383159901,-0.0004540270812696864,0.00013404182914092565,0.0001895067185111329,0.02701505446530273,-0.005585746253319324,0.011998855491135605,-0.06226672688357595,-0.0053952316380715,-0.0008783161886928095,-1.4007986475119368e-05,-0.0006082479372741794,0.00031633547700134126,0.002080089722151459,-0.00019080509450901018,6.267498411697943e-05,2.3018908177682307e-05,9.476951665381047e-05,2.730674763502507e-05,-9.398006432067307e-05,8.478370526490447e-06
WF075030_PTVP841_5G4PPWF.WF075P_-_2024-07-16 23:04:19_2024-07-16 23:55:04_PDS211.1_11_E1,0.0004923595958456985,-0.00034423406379239835,-0.011131350154045414,-0.01478629873023538,-0.000867856725911761,0.0012858920076749775,-0.00646525703185176,0.011440569261321346,0.02259880697729016,0.0014027098436622495,-0.003234763493289789,-0.01047889716281218,-0.0004349173740570508,-0.00022562096592122866,0.00022004945970594057,-0.00016771411333377746,-0.0005044279565343383,9.166040902200404e-05,6.808402591025645e-05,-0.00010630290500476812,0.11880846888088925,0.023127992195386016,-0.0015285131171650958,0.0030923197441997327,-0.002015460419669831,-0.0001484644053204066,-0.0007268525515120942,0.0005353367356976695,0.0001295383968640983,0.0009217192534626063,-0.0009168859686116592,-1.4621297446043412e-05,3.1788800437972375e-05,2.9230097471490958e-05,-0.00029087526440487826,-0.00016240266606895525,4.867591202146444e-05
